parameter,value,datetimeLocal
co,0.95,2026-05-26 07:00:00+05:30
co,0.95,2026-05-26 07:15:00+05:30
co,0.94,2026-05-26 07:30:00+05:30
co,0.93,2026-05-26 07:45:00+05:30
co,0.95,2026-05-26 08:00:00+05:30
co,0.93,2026-05-26 08:15:00+05:30
co,0.93,2026-05-26 08:30:00+05:30
co,0.94,2026-05-26 08:45:00+05:30
co,0.94,2026-05-26 09:00:00+05:30
co,0.91,2026-05-26 09:15:00+05:30
co,0.72,2026-05-26 10:45:00+05:30
co,0.69,2026-05-26 11:15:00+05:30
co,0.67,2026-05-26 11:30:00+05:30
co,0.66,2026-05-26 11:45:00+05:30
co,0.61,2026-05-26 12:00:00+05:30
co,0.62,2026-05-26 12:15:00+05:30
co,0.62,2026-05-26 12:30:00+05:30
co,0.61,2026-05-26 12:45:00+05:30
co,0.55,2026-05-26 13:00:00+05:30
co,0.55,2026-05-26 13:15:00+05:30
co,0.54,2026-05-26 13:30:00+05:30
co,0.53,2026-05-26 13:45:00+05:30
co,0.49,2026-05-26 14:00:00+05:30
co,0.51,2026-05-26 14:15:00+05:30
co,0.57,2026-05-26 14:30:00+05:30
co,0.49,2026-05-26 15:00:00+05:30
co,0.47,2026-05-26 15:15:00+05:30
co,0.47,2026-05-26 15:45:00+05:30
co,0.45,2026-05-26 16:00:00+05:30
co,0.46,2026-05-26 16:15:00+05:30
co,0.46,2026-05-26 16:30:00+05:30
co,0.46,2026-05-26 16:45:00+05:30
co,0.41,2026-05-26 17:00:00+05:30
co,0.4,2026-05-26 17:15:00+05:30
co,0.42,2026-05-26 17:30:00+05:30
co,0.41,2026-05-26 17:45:00+05:30
co,0.39,2026-05-26 18:00:00+05:30
co,0.41,2026-05-26 18:15:00+05:30
co,0.41,2026-05-26 18:30:00+05:30
co,0.42,2026-05-26 18:45:00+05:30
co,0.4,2026-05-26 19:00:00+05:30
co,0.43,2026-05-26 19:15:00+05:30
co,0.46,2026-05-26 19:30:00+05:30
co,0.48,2026-05-26 19:45:00+05:30
co,0.5,2026-05-26 20:15:00+05:30
co,0.54,2026-05-26 20:30:00+05:30
co,0.53,2026-05-26 20:45:00+05:30
co,0.61,2026-05-26 21:30:00+05:30
co,0.64,2026-05-26 21:45:00+05:30
co,0.66,2026-05-26 22:00:00+05:30
co,0.69,2026-05-26 22:15:00+05:30
co,0.7,2026-05-26 22:30:00+05:30
co,0.69,2026-05-26 22:45:00+05:30
co,0.69,2026-05-26 23:00:00+05:30
co,0.71,2026-05-26 23:15:00+05:30
co,0.77,2026-05-26 23:30:00+05:30
co,0.79,2026-05-26 23:45:00+05:30
co,0.82,2026-05-27 00:45:00+05:30
co,0.77,2026-05-27 01:00:00+05:30
co,0.82,2026-05-27 01:15:00+05:30
co,0.84,2026-05-27 01:30:00+05:30
co,0.85,2026-05-27 01:45:00+05:30
co,0.82,2026-05-27 02:00:00+05:30
co,0.84,2026-05-27 02:15:00+05:30
co,0.84,2026-05-27 02:30:00+05:30
co,0.84,2026-05-27 02:45:00+05:30
co,0.87,2026-05-27 03:00:00+05:30
co,0.89,2026-05-27 03:15:00+05:30
co,0.89,2026-05-27 03:30:00+05:30
co,0.88,2026-05-27 03:45:00+05:30
co,0.88,2026-05-27 04:00:00+05:30
co,0.9,2026-05-27 04:15:00+05:30
co,0.93,2026-05-27 04:30:00+05:30
co,0.97,2026-05-27 04:45:00+05:30
co,0.95,2026-05-27 05:00:00+05:30
co,0.95,2026-05-27 05:15:00+05:30
co,0.96,2026-05-27 05:30:00+05:30
co,0.95,2026-05-27 05:45:00+05:30
co,0.95,2026-05-27 06:00:00+05:30
co,1.0,2026-05-27 06:15:00+05:30
co,1.03,2026-05-27 06:30:00+05:30
co,1.01,2026-05-27 06:45:00+05:30
co,0.99,2026-05-27 07:00:00+05:30
co,1.0,2026-05-27 07:15:00+05:30
co,0.99,2026-05-27 07:30:00+05:30
co,0.96,2026-05-27 07:45:00+05:30
co,0.92,2026-05-27 08:00:00+05:30
co,0.93,2026-05-27 08:15:00+05:30
co,0.95,2026-05-27 08:30:00+05:30
co,0.93,2026-05-27 08:45:00+05:30
co,0.87,2026-05-27 09:00:00+05:30
co,0.89,2026-05-27 09:15:00+05:30
co,0.89,2026-05-27 09:30:00+05:30
co,0.84,2026-05-27 09:45:00+05:30
co,0.77,2026-05-27 10:00:00+05:30
co,0.77,2026-05-27 10:15:00+05:30
co,0.74,2026-05-27 10:30:00+05:30
co,0.7,2026-05-27 10:45:00+05:30
co,0.65,2026-05-27 11:00:00+05:30
co,0.63,2026-05-27 11:15:00+05:30
co,0.63,2026-05-27 11:30:00+05:30
co,0.56,2026-05-27 12:00:00+05:30
co,0.54,2026-05-27 12:15:00+05:30
co,0.53,2026-05-27 12:30:00+05:30
co,0.52,2026-05-27 12:45:00+05:30
co,0.36,2026-05-27 17:45:00+05:30
co,0.34,2026-05-27 18:00:00+05:30
co,0.36,2026-05-27 18:15:00+05:30
co,0.38,2026-05-27 18:30:00+05:30
co,0.39,2026-05-27 18:45:00+05:30
co,0.4,2026-05-27 19:00:00+05:30
co,0.49,2026-05-27 19:15:00+05:30
co,0.44,2026-05-27 19:30:00+05:30
co,0.44,2026-05-27 19:45:00+05:30
co,0.44,2026-05-27 20:00:00+05:30
co,0.5,2026-05-27 20:15:00+05:30
co,0.63,2026-05-27 20:30:00+05:30
co,0.62,2026-05-27 20:45:00+05:30
co,0.62,2026-05-27 21:00:00+05:30
co,0.66,2026-05-27 21:15:00+05:30
co,0.7,2026-05-27 21:30:00+05:30
co,0.69,2026-05-27 21:45:00+05:30
co,0.7,2026-05-27 22:00:00+05:30
co,0.8,2026-05-27 22:15:00+05:30
co,0.86,2026-05-27 22:30:00+05:30
co,0.92,2026-05-27 22:45:00+05:30
co,0.94,2026-05-27 23:00:00+05:30
co,1.05,2026-05-27 23:15:00+05:30
co,1.08,2026-05-27 23:30:00+05:30
co,1.14,2026-05-27 23:45:00+05:30
co,1.43,2026-05-28 00:45:00+05:30
co,1.48,2026-05-28 01:00:00+05:30
co,1.59,2026-05-28 01:15:00+05:30
co,1.73,2026-05-28 01:30:00+05:30
co,1.9,2026-05-28 01:45:00+05:30
co,1.86,2026-05-28 02:00:00+05:30
co,1.72,2026-05-28 02:15:00+05:30
co,1.71,2026-05-28 02:30:00+05:30
co,1.62,2026-05-28 02:45:00+05:30
co,1.51,2026-05-28 03:00:00+05:30
co,1.49,2026-05-28 03:15:00+05:30
co,1.44,2026-05-28 03:30:00+05:30
co,1.39,2026-05-28 03:45:00+05:30
co,1.31,2026-05-28 04:00:00+05:30
co,1.29,2026-05-28 04:15:00+05:30
co,1.28,2026-05-28 04:30:00+05:30
co,1.35,2026-05-28 04:45:00+05:30
co,1.32,2026-05-28 05:00:00+05:30
co,1.34,2026-05-28 05:15:00+05:30
co,1.37,2026-05-28 05:30:00+05:30
co,1.4,2026-05-28 05:45:00+05:30
co,1.37,2026-05-28 06:00:00+05:30
co,1.36,2026-05-28 06:15:00+05:30
co,1.33,2026-05-28 06:30:00+05:30
co,1.32,2026-05-28 06:45:00+05:30
co,1.25,2026-05-28 07:00:00+05:30
co,1.21,2026-05-28 07:15:00+05:30
co,1.2,2026-05-28 07:30:00+05:30
co,1.17,2026-05-28 07:45:00+05:30
co,1.12,2026-05-28 08:00:00+05:30
co,1.12,2026-05-28 08:15:00+05:30
co,1.11,2026-05-28 08:30:00+05:30
co,1.09,2026-05-28 08:45:00+05:30
co,1.02,2026-05-28 09:00:00+05:30
co,1.04,2026-05-28 09:15:00+05:30
co,1.04,2026-05-28 09:30:00+05:30
co,1.02,2026-05-28 09:45:00+05:30
co,0.97,2026-05-28 10:00:00+05:30
co,0.98,2026-05-28 10:15:00+05:30
co,0.99,2026-05-28 10:30:00+05:30
co,0.97,2026-05-28 10:45:00+05:30
co,0.91,2026-05-28 11:00:00+05:30
co,0.92,2026-05-28 11:15:00+05:30
co,0.94,2026-05-28 11:30:00+05:30
co,0.93,2026-05-28 11:45:00+05:30
co,0.9,2026-05-28 12:00:00+05:30
co,0.91,2026-05-28 12:15:00+05:30
co,0.9,2026-05-28 12:30:00+05:30
co,0.88,2026-05-28 12:45:00+05:30
co,0.85,2026-05-28 13:00:00+05:30
co,0.87,2026-05-28 13:15:00+05:30
co,0.89,2026-05-28 13:30:00+05:30
co,0.87,2026-05-28 13:45:00+05:30
co,0.82,2026-05-28 14:00:00+05:30
co,0.82,2026-05-28 14:15:00+05:30
co,0.85,2026-05-28 14:30:00+05:30
co,0.8,2026-05-28 14:45:00+05:30
co,0.76,2026-05-28 15:00:00+05:30
co,0.79,2026-05-28 15:15:00+05:30
co,0.79,2026-05-28 15:30:00+05:30
co,0.77,2026-05-28 15:45:00+05:30
co,0.72,2026-05-28 16:15:00+05:30
co,0.71,2026-05-28 16:45:00+05:30
co,0.68,2026-05-28 17:15:00+05:30
co,0.69,2026-05-28 17:30:00+05:30
co,0.68,2026-05-28 17:45:00+05:30
co,0.74,2026-05-28 18:45:00+05:30
co,0.68,2026-05-28 19:00:00+05:30
co,0.68,2026-05-28 19:15:00+05:30
co,0.68,2026-05-28 19:30:00+05:30
co,0.65,2026-05-28 19:45:00+05:30
co,0.57,2026-05-28 20:45:00+05:30
co,0.49,2026-05-28 22:45:00+05:30
co,0.46,2026-05-28 23:00:00+05:30
co,0.49,2026-05-28 23:15:00+05:30
co,0.5,2026-05-28 23:30:00+05:30
co,0.49,2026-05-28 23:45:00+05:30
co,0.44,2026-05-29 00:45:00+05:30
co,0.39,2026-05-29 01:00:00+05:30
co,0.4,2026-05-29 01:15:00+05:30
co,0.42,2026-05-29 01:30:00+05:30
co,0.43,2026-05-29 01:45:00+05:30
co,0.39,2026-05-29 02:00:00+05:30
co,0.4,2026-05-29 02:15:00+05:30
co,0.44,2026-05-29 02:30:00+05:30
co,0.43,2026-05-29 02:45:00+05:30
co,0.4,2026-05-29 03:00:00+05:30
co,0.41,2026-05-29 03:15:00+05:30
co,0.44,2026-05-29 03:30:00+05:30
co,0.43,2026-05-29 03:45:00+05:30
co,0.39,2026-05-29 04:00:00+05:30
co,0.41,2026-05-29 04:15:00+05:30
co,0.43,2026-05-29 04:30:00+05:30
co,0.43,2026-05-29 04:45:00+05:30
co,0.4,2026-05-29 05:00:00+05:30
co,0.41,2026-05-29 05:15:00+05:30
co,0.44,2026-05-29 05:30:00+05:30
co,0.44,2026-05-29 05:45:00+05:30
co,0.41,2026-05-29 06:00:00+05:30
co,0.43,2026-05-29 06:15:00+05:30
co,0.45,2026-05-29 06:30:00+05:30
co,0.46,2026-05-29 06:45:00+05:30
co,0.43,2026-05-29 07:00:00+05:30
co,0.45,2026-05-29 07:15:00+05:30
co,0.47,2026-05-29 07:30:00+05:30
co,0.47,2026-05-29 07:45:00+05:30
co,0.44,2026-05-29 08:00:00+05:30
co,0.45,2026-05-29 08:15:00+05:30
co,0.47,2026-05-29 08:30:00+05:30
co,0.47,2026-05-29 08:45:00+05:30
co,0.44,2026-05-29 09:00:00+05:30
co,0.45,2026-05-29 09:15:00+05:30
co,0.48,2026-05-29 09:30:00+05:30
co,0.55,2026-05-29 09:45:00+05:30
co,0.46,2026-05-29 10:00:00+05:30
co,0.47,2026-05-29 10:15:00+05:30
co,0.49,2026-05-29 10:30:00+05:30
co,0.49,2026-05-29 10:45:00+05:30
co,0.45,2026-05-29 11:00:00+05:30
co,0.47,2026-05-29 11:15:00+05:30
co,0.49,2026-05-29 11:30:00+05:30
co,0.49,2026-05-29 11:45:00+05:30
co,0.45,2026-05-29 13:00:00+05:30
co,0.47,2026-05-29 13:15:00+05:30
co,0.49,2026-05-29 13:30:00+05:30
co,0.48,2026-05-29 13:45:00+05:30
co,0.45,2026-05-29 14:00:00+05:30
co,0.46,2026-05-29 14:15:00+05:30
co,0.48,2026-05-29 14:30:00+05:30
co,0.5,2026-05-29 15:45:00+05:30
co,0.47,2026-05-29 16:00:00+05:30
co,0.49,2026-05-29 16:15:00+05:30
co,0.51,2026-05-29 16:30:00+05:30
co,0.54,2026-05-29 16:45:00+05:30
co,0.52,2026-05-29 17:00:00+05:30
co,0.55,2026-05-29 17:15:00+05:30
co,0.56,2026-05-29 17:30:00+05:30
co,0.55,2026-05-29 17:45:00+05:30
co,0.53,2026-05-29 18:00:00+05:30
co,0.56,2026-05-29 18:15:00+05:30
co,0.58,2026-05-29 18:30:00+05:30
co,0.58,2026-05-29 18:45:00+05:30
co,0.54,2026-05-29 19:00:00+05:30
co,0.54,2026-05-29 19:15:00+05:30
co,0.58,2026-05-29 19:30:00+05:30
co,0.57,2026-05-29 19:45:00+05:30
co,0.56,2026-05-29 20:00:00+05:30
co,0.59,2026-05-29 20:15:00+05:30
co,0.59,2026-05-29 20:30:00+05:30
co,0.61,2026-05-29 20:45:00+05:30
co,0.59,2026-05-29 21:00:00+05:30
co,0.61,2026-05-29 21:15:00+05:30
co,0.62,2026-05-29 21:30:00+05:30
co,0.62,2026-05-29 21:45:00+05:30
co,0.56,2026-05-29 22:00:00+05:30
co,0.57,2026-05-29 22:15:00+05:30
co,0.59,2026-05-29 22:30:00+05:30
co,0.59,2026-05-29 22:45:00+05:30
co,0.55,2026-05-29 23:00:00+05:30
co,0.56,2026-05-29 23:15:00+05:30
co,0.58,2026-05-29 23:30:00+05:30
co,0.58,2026-05-29 23:45:00+05:30
co,0.51,2026-05-30 00:45:00+05:30
co,0.47,2026-05-30 01:00:00+05:30
co,0.48,2026-05-30 01:15:00+05:30
co,0.5,2026-05-30 01:30:00+05:30
co,0.48,2026-05-30 01:45:00+05:30
co,0.45,2026-05-30 02:00:00+05:30
co,0.45,2026-05-30 02:15:00+05:30
co,0.47,2026-05-30 02:30:00+05:30
co,0.47,2026-05-30 02:45:00+05:30
co,0.43,2026-05-30 03:00:00+05:30
co,0.43,2026-05-30 03:15:00+05:30
co,0.44,2026-05-30 03:30:00+05:30
co,0.44,2026-05-30 03:45:00+05:30
co,0.4,2026-05-30 04:00:00+05:30
co,0.4,2026-05-30 04:15:00+05:30
co,0.41,2026-05-30 04:30:00+05:30
co,0.4,2026-05-30 04:45:00+05:30
co,0.37,2026-05-30 05:00:00+05:30
co,0.39,2026-05-30 05:15:00+05:30
co,0.4,2026-05-30 05:30:00+05:30
co,0.4,2026-05-30 05:45:00+05:30
co,0.37,2026-05-30 06:00:00+05:30
co,0.39,2026-05-30 06:15:00+05:30
co,0.4,2026-05-30 06:30:00+05:30
co,0.41,2026-05-30 06:45:00+05:30
co,0.38,2026-05-30 07:00:00+05:30
co,0.4,2026-05-30 07:15:00+05:30
co,0.42,2026-05-30 07:30:00+05:30
co,0.42,2026-05-30 07:45:00+05:30
co,0.39,2026-05-30 08:00:00+05:30
co,0.41,2026-05-30 08:15:00+05:30
co,0.44,2026-05-30 08:30:00+05:30
co,0.45,2026-05-30 08:45:00+05:30
co,0.42,2026-05-30 09:00:00+05:30
co,0.44,2026-05-30 09:15:00+05:30
co,0.45,2026-05-30 09:30:00+05:30
co,0.45,2026-05-30 09:45:00+05:30
co,0.42,2026-05-30 10:00:00+05:30
co,0.44,2026-05-30 10:15:00+05:30
co,0.45,2026-05-30 10:30:00+05:30
co,0.45,2026-05-30 10:45:00+05:30
co,0.43,2026-05-30 11:00:00+05:30
co,0.45,2026-05-30 11:15:00+05:30
co,0.47,2026-05-30 11:30:00+05:30
co,0.48,2026-05-30 11:45:00+05:30
co,0.45,2026-05-30 12:00:00+05:30
co,0.46,2026-05-30 12:15:00+05:30
co,0.48,2026-05-30 12:30:00+05:30
co,0.48,2026-05-30 12:45:00+05:30
co,0.45,2026-05-30 13:00:00+05:30
co,0.46,2026-05-30 13:15:00+05:30
co,0.47,2026-05-30 13:30:00+05:30
co,0.44,2026-05-30 14:00:00+05:30
co,0.44,2026-05-30 14:15:00+05:30
co,0.45,2026-05-30 14:30:00+05:30
co,0.45,2026-05-30 14:45:00+05:30
co,0.42,2026-05-30 15:00:00+05:30
co,0.44,2026-05-30 15:15:00+05:30
co,0.46,2026-05-30 15:30:00+05:30
co,0.45,2026-05-30 15:45:00+05:30
co,0.43,2026-05-30 16:00:00+05:30
co,0.44,2026-05-30 16:15:00+05:30
co,0.42,2026-05-30 16:30:00+05:30
co,0.4,2026-05-30 16:45:00+05:30
co,0.34,2026-05-30 17:00:00+05:30
co,0.34,2026-05-30 17:15:00+05:30
co,0.33,2026-05-30 17:30:00+05:30
co,0.34,2026-05-30 17:45:00+05:30
co,0.33,2026-05-30 18:00:00+05:30
co,0.42,2026-05-30 18:15:00+05:30
co,0.46,2026-05-30 18:30:00+05:30
co,0.46,2026-05-30 18:45:00+05:30
co,0.44,2026-05-30 19:00:00+05:30
co,0.45,2026-05-30 19:15:00+05:30
co,0.45,2026-05-30 19:30:00+05:30
co,0.47,2026-05-30 19:45:00+05:30
co,0.47,2026-05-30 20:00:00+05:30
co,0.49,2026-05-30 20:15:00+05:30
co,0.51,2026-05-30 20:30:00+05:30
co,0.53,2026-05-30 20:45:00+05:30
co,0.52,2026-05-30 21:00:00+05:30
co,0.56,2026-05-30 21:15:00+05:30
co,0.58,2026-05-30 21:30:00+05:30
co,0.56,2026-05-30 21:45:00+05:30
co,0.54,2026-05-30 22:00:00+05:30
co,0.56,2026-05-30 22:15:00+05:30
co,0.56,2026-05-30 22:30:00+05:30
co,0.54,2026-05-30 22:45:00+05:30
co,0.5,2026-05-30 23:00:00+05:30
co,0.51,2026-05-30 23:15:00+05:30
co,0.53,2026-05-30 23:30:00+05:30
co,0.51,2026-05-30 23:45:00+05:30
co,0.47,2026-05-31 00:45:00+05:30
co,0.44,2026-05-31 01:00:00+05:30
co,0.45,2026-05-31 01:15:00+05:30
co,0.46,2026-05-31 01:30:00+05:30
co,0.45,2026-05-31 01:45:00+05:30
co,0.42,2026-05-31 02:00:00+05:30
co,0.44,2026-05-31 02:15:00+05:30
co,0.45,2026-05-31 02:30:00+05:30
no,14.5,2026-05-19 05:45:00+05:30
no,14.36,2026-05-19 06:00:00+05:30
no,14.27,2026-05-19 06:15:00+05:30
no,14.27,2026-05-19 06:30:00+05:30
no,14.38,2026-05-19 06:45:00+05:30
no,14.4,2026-05-19 07:00:00+05:30
no,14.4,2026-05-19 07:15:00+05:30
no,14.04,2026-05-19 07:30:00+05:30
no,14.14,2026-05-19 07:45:00+05:30
no,14.11,2026-05-19 08:00:00+05:30
no,14.26,2026-05-19 08:15:00+05:30
no,14.25,2026-05-19 08:30:00+05:30
no,14.41,2026-05-19 08:45:00+05:30
no,14.33,2026-05-19 09:00:00+05:30
no,14.14,2026-05-19 09:15:00+05:30
no,15.51,2026-05-19 09:30:00+05:30
no,18.01,2026-05-19 09:45:00+05:30
no,18.58,2026-05-19 10:00:00+05:30
no,18.85,2026-05-19 10:15:00+05:30
no,19.07,2026-05-19 10:30:00+05:30
no,18.91,2026-05-19 10:45:00+05:30
no,17.92,2026-05-19 11:00:00+05:30
no,19.06,2026-05-19 11:30:00+05:30
no,17.03,2026-05-19 11:45:00+05:30
no,13.9,2026-05-19 12:00:00+05:30
no,12.95,2026-05-19 12:15:00+05:30
no,13.21,2026-05-19 12:30:00+05:30
no,12.55,2026-05-19 12:45:00+05:30
no,12.43,2026-05-19 13:00:00+05:30
no,11.9,2026-05-19 13:15:00+05:30
no,11.97,2026-05-19 13:30:00+05:30
no,12.5,2026-05-19 13:45:00+05:30
no,13.14,2026-05-19 14:45:00+05:30
no,13.12,2026-05-19 15:00:00+05:30
no,12.95,2026-05-19 15:15:00+05:30
no,12.83,2026-05-19 15:30:00+05:30
no,12.88,2026-05-19 15:45:00+05:30
no,12.95,2026-05-19 16:00:00+05:30
no,13.13,2026-05-19 16:15:00+05:30
no,13.14,2026-05-19 16:30:00+05:30
no,13.08,2026-05-19 16:45:00+05:30
no,13.01,2026-05-19 17:00:00+05:30
no,12.77,2026-05-19 17:15:00+05:30
no,12.93,2026-05-19 17:30:00+05:30
no,13.17,2026-05-19 17:45:00+05:30
no,13.28,2026-05-19 18:00:00+05:30
no,12.79,2026-05-19 18:15:00+05:30
no,12.72,2026-05-19 18:30:00+05:30
no,13.09,2026-05-19 18:45:00+05:30
no,13.28,2026-05-19 19:00:00+05:30
no,13.21,2026-05-19 19:15:00+05:30
no,13.08,2026-05-19 19:30:00+05:30
no,13.17,2026-05-19 19:45:00+05:30
no,13.17,2026-05-19 20:15:00+05:30
no,13.19,2026-05-19 20:30:00+05:30
no,13.26,2026-05-19 20:45:00+05:30
no,13.1,2026-05-19 21:00:00+05:30
no,13.26,2026-05-19 21:15:00+05:30
no,13.19,2026-05-19 21:30:00+05:30
no,13.04,2026-05-19 21:45:00+05:30
no,14.75,2026-05-19 22:00:00+05:30
no,17.67,2026-05-19 22:15:00+05:30
no,18.43,2026-05-19 22:30:00+05:30
no,18.71,2026-05-19 22:45:00+05:30
no,19.09,2026-05-19 23:00:00+05:30
no,18.88,2026-05-19 23:15:00+05:30
no,18.85,2026-05-19 23:30:00+05:30
no,18.96,2026-05-19 23:45:00+05:30
no,19.2,2026-05-20 00:45:00+05:30
no,19.41,2026-05-20 01:00:00+05:30
no,19.35,2026-05-20 01:15:00+05:30
no,19.2,2026-05-20 01:30:00+05:30
no,19.15,2026-05-20 01:45:00+05:30
no,19.36,2026-05-20 02:00:00+05:30
no,19.18,2026-05-20 02:15:00+05:30
no,19.35,2026-05-20 02:30:00+05:30
no,19.14,2026-05-20 02:45:00+05:30
no,19.02,2026-05-20 03:00:00+05:30
no,19.06,2026-05-20 03:15:00+05:30
no,19.01,2026-05-20 03:30:00+05:30
no,19.19,2026-05-20 03:45:00+05:30
no,19.19,2026-05-20 04:00:00+05:30
no,19.28,2026-05-20 04:15:00+05:30
no,19.28,2026-05-20 04:30:00+05:30
no,19.65,2026-05-20 04:45:00+05:30
no,18.91,2026-05-20 05:00:00+05:30
no,18.83,2026-05-20 05:15:00+05:30
no,19.06,2026-05-20 05:30:00+05:30
no,19.17,2026-05-20 05:45:00+05:30
no,19.4,2026-05-20 06:00:00+05:30
no,19.59,2026-05-20 06:15:00+05:30
no,19.48,2026-05-20 06:30:00+05:30
no,18.69,2026-05-20 06:45:00+05:30
no,18.66,2026-05-20 07:00:00+05:30
no,18.53,2026-05-20 07:15:00+05:30
no,18.95,2026-05-20 07:30:00+05:30
no,19.19,2026-05-20 07:45:00+05:30
no,19.19,2026-05-20 08:00:00+05:30
no,19.32,2026-05-20 08:15:00+05:30
no,20.19,2026-05-20 08:30:00+05:30
no,21.03,2026-05-20 08:45:00+05:30
no,21.61,2026-05-20 09:00:00+05:30
no,21.86,2026-05-20 09:15:00+05:30
no,21.55,2026-05-20 09:30:00+05:30
no,21.46,2026-05-20 10:15:00+05:30
no,21.42,2026-05-20 10:30:00+05:30
no,21.74,2026-05-20 10:45:00+05:30
no,15.78,2026-05-20 12:00:00+05:30
no,16.01,2026-05-20 12:15:00+05:30
no,15.61,2026-05-20 12:30:00+05:30
no,15.23,2026-05-20 12:45:00+05:30
no,15.04,2026-05-20 13:00:00+05:30
no,14.99,2026-05-20 13:15:00+05:30
no,15.23,2026-05-20 13:30:00+05:30
no,15.11,2026-05-20 13:45:00+05:30
no,14.98,2026-05-20 14:00:00+05:30
no,15.37,2026-05-20 14:15:00+05:30
no,15.22,2026-05-20 14:30:00+05:30
no,14.47,2026-05-20 14:45:00+05:30
no,13.3,2026-05-20 15:00:00+05:30
no,13.22,2026-05-20 15:15:00+05:30
no,13.22,2026-05-20 15:30:00+05:30
no,13.36,2026-05-20 15:45:00+05:30
no,13.3,2026-05-20 16:00:00+05:30
no,13.04,2026-05-20 16:15:00+05:30
no,12.92,2026-05-20 16:30:00+05:30
no,12.55,2026-05-20 16:45:00+05:30
no,12.71,2026-05-20 17:00:00+05:30
no,12.86,2026-05-20 17:15:00+05:30
no,13.04,2026-05-20 17:30:00+05:30
no,13.12,2026-05-20 17:45:00+05:30
no,13.08,2026-05-20 18:00:00+05:30
no,13.27,2026-05-20 18:15:00+05:30
no,13.38,2026-05-20 18:30:00+05:30
no,13.86,2026-05-20 18:45:00+05:30
no,13.52,2026-05-20 19:00:00+05:30
no,13.38,2026-05-20 19:15:00+05:30
no,13.26,2026-05-20 19:30:00+05:30
no,13.13,2026-05-20 19:45:00+05:30
no,13.21,2026-05-20 20:00:00+05:30
no,12.86,2026-05-20 20:15:00+05:30
no,13.15,2026-05-20 20:30:00+05:30
no,13.26,2026-05-20 20:45:00+05:30
no,13.28,2026-05-20 21:00:00+05:30
no,13.21,2026-05-20 21:15:00+05:30
no,13.22,2026-05-20 21:30:00+05:30
no,13.31,2026-05-20 21:45:00+05:30
no,13.22,2026-05-20 22:00:00+05:30
no,13.16,2026-05-20 22:15:00+05:30
no,12.88,2026-05-20 22:30:00+05:30
no,12.86,2026-05-20 22:45:00+05:30
no,13.01,2026-05-20 23:00:00+05:30
no,13.01,2026-05-20 23:15:00+05:30
no,12.87,2026-05-20 23:30:00+05:30
no,12.92,2026-05-20 23:45:00+05:30
no,12.35,2026-05-21 00:45:00+05:30
no,13.3,2026-05-21 01:00:00+05:30
no,13.49,2026-05-21 01:15:00+05:30
no,13.43,2026-05-21 01:30:00+05:30
no,13.35,2026-05-21 01:45:00+05:30
no,12.49,2026-05-21 02:00:00+05:30
no,12.53,2026-05-21 02:15:00+05:30
no,13.12,2026-05-21 02:30:00+05:30
no,13.4,2026-05-21 02:45:00+05:30
no,13.28,2026-05-21 03:00:00+05:30
no,12.96,2026-05-21 03:15:00+05:30
no,12.87,2026-05-21 03:30:00+05:30
no,12.84,2026-05-21 03:45:00+05:30
no,13.09,2026-05-21 04:15:00+05:30
no,13.28,2026-05-21 04:30:00+05:30
no,13.25,2026-05-21 04:45:00+05:30
no,13.1,2026-05-21 05:00:00+05:30
no,12.86,2026-05-21 05:15:00+05:30
no,12.75,2026-05-21 05:30:00+05:30
no,12.77,2026-05-21 05:45:00+05:30
no,13.01,2026-05-21 06:45:00+05:30
no,12.79,2026-05-21 07:00:00+05:30
no,12.94,2026-05-21 07:15:00+05:30
no,13.11,2026-05-21 07:30:00+05:30
no,13.37,2026-05-21 07:45:00+05:30
no,12.93,2026-05-21 08:00:00+05:30
no,14.61,2026-05-21 08:15:00+05:30
no,16.45,2026-05-21 08:30:00+05:30
no,17.39,2026-05-21 08:45:00+05:30
no,17.89,2026-05-21 09:00:00+05:30
no,17.53,2026-05-21 09:15:00+05:30
no,17.53,2026-05-21 09:30:00+05:30
no,17.71,2026-05-21 09:45:00+05:30
no,17.92,2026-05-21 10:00:00+05:30
no,19.68,2026-05-21 10:15:00+05:30
no,21.57,2026-05-21 10:30:00+05:30
no,22.47,2026-05-21 10:45:00+05:30
no,22.43,2026-05-21 11:00:00+05:30
no,22.71,2026-05-21 11:15:00+05:30
no,22.77,2026-05-21 11:30:00+05:30
no,23.14,2026-05-21 11:45:00+05:30
no,22.76,2026-05-21 12:00:00+05:30
no,22.12,2026-05-21 12:15:00+05:30
no,20.46,2026-05-21 12:30:00+05:30
no,18.8,2026-05-21 12:45:00+05:30
no,17.53,2026-05-21 13:00:00+05:30
no,17.59,2026-05-21 13:15:00+05:30
no,18.62,2026-05-21 13:30:00+05:30
no,19.21,2026-05-21 13:45:00+05:30
no,19.36,2026-05-21 14:30:00+05:30
no,21.83,2026-05-21 14:45:00+05:30
no,24.8,2026-05-21 15:00:00+05:30
no,25.46,2026-05-21 15:15:00+05:30
no,25.84,2026-05-21 15:30:00+05:30
no,25.67,2026-05-21 15:45:00+05:30
no,25.74,2026-05-21 16:00:00+05:30
no,25.58,2026-05-21 16:15:00+05:30
no,25.23,2026-05-21 16:30:00+05:30
no,25.37,2026-05-21 16:45:00+05:30
no,25.29,2026-05-21 17:00:00+05:30
no,25.3,2026-05-21 17:15:00+05:30
