parameter,value,datetimeLocal
temperature,29.6,2026-05-22 04:00:00+05:30
temperature,29.11,2026-05-22 04:15:00+05:30
temperature,28.97,2026-05-22 04:45:00+05:30
temperature,29.01,2026-05-22 05:00:00+05:30
temperature,28.93,2026-05-22 05:15:00+05:30
temperature,29.11,2026-05-22 05:30:00+05:30
temperature,31.39,2026-05-22 05:45:00+05:30
temperature,31.95,2026-05-22 06:00:00+05:30
temperature,32.01,2026-05-22 06:15:00+05:30
temperature,32.08,2026-05-22 06:30:00+05:30
temperature,32.08,2026-05-22 06:45:00+05:30
temperature,32.2,2026-05-22 07:00:00+05:30
temperature,32.22,2026-05-22 07:15:00+05:30
temperature,32.56,2026-05-22 07:30:00+05:30
temperature,32.7,2026-05-22 07:45:00+05:30
temperature,33.23,2026-05-22 08:00:00+05:30
temperature,34.19,2026-05-22 08:15:00+05:30
temperature,35.27,2026-05-22 08:30:00+05:30
temperature,35.48,2026-05-22 08:45:00+05:30
temperature,36.46,2026-05-22 09:00:00+05:30
temperature,37.1,2026-05-22 09:15:00+05:30
temperature,37.92,2026-05-22 09:30:00+05:30
temperature,38.27,2026-05-22 09:45:00+05:30
temperature,42.34,2026-05-22 11:45:00+05:30
temperature,43.12,2026-05-22 12:00:00+05:30
temperature,43.33,2026-05-22 12:15:00+05:30
temperature,42.57,2026-05-22 12:30:00+05:30
temperature,44.15,2026-05-22 12:45:00+05:30
temperature,43.38,2026-05-22 13:00:00+05:30
temperature,42.64,2026-05-22 13:15:00+05:30
temperature,43.52,2026-05-22 13:30:00+05:30
temperature,42.93,2026-05-22 13:45:00+05:30
temperature,43.33,2026-05-22 14:15:00+05:30
temperature,42.84,2026-05-22 14:30:00+05:30
temperature,43.98,2026-05-22 14:45:00+05:30
temperature,42.18,2026-05-22 15:00:00+05:30
temperature,41.87,2026-05-22 15:15:00+05:30
temperature,42.06,2026-05-22 15:30:00+05:30
temperature,42.37,2026-05-22 15:45:00+05:30
temperature,41.78,2026-05-22 16:00:00+05:30
temperature,41.78,2026-05-22 16:15:00+05:30
temperature,41.52,2026-05-22 16:30:00+05:30
temperature,40.82,2026-05-22 16:45:00+05:30
temperature,39.65,2026-05-22 17:15:00+05:30
temperature,39.26,2026-05-22 17:30:00+05:30
temperature,39.08,2026-05-22 17:45:00+05:30
temperature,38.78,2026-05-22 18:00:00+05:30
temperature,38.4,2026-05-22 18:15:00+05:30
temperature,38.12,2026-05-22 18:30:00+05:30
temperature,37.78,2026-05-22 18:45:00+05:30
temperature,37.34,2026-05-22 19:00:00+05:30
temperature,37.21,2026-05-22 19:15:00+05:30
temperature,37.34,2026-05-22 19:30:00+05:30
temperature,37.17,2026-05-22 19:45:00+05:30
temperature,36.73,2026-05-22 20:00:00+05:30
temperature,36.18,2026-05-22 20:15:00+05:30
temperature,35.07,2026-05-22 20:30:00+05:30
temperature,34.4,2026-05-22 20:45:00+05:30
temperature,33.82,2026-05-22 21:00:00+05:30
temperature,32.99,2026-05-22 21:15:00+05:30
temperature,32.36,2026-05-22 21:30:00+05:30
temperature,32.4,2026-05-22 21:45:00+05:30
temperature,31.84,2026-05-22 22:00:00+05:30
temperature,32.46,2026-05-22 22:15:00+05:30
temperature,32.71,2026-05-22 22:30:00+05:30
temperature,33.84,2026-05-22 22:45:00+05:30
temperature,33.67,2026-05-22 23:00:00+05:30
temperature,33.33,2026-05-22 23:15:00+05:30
temperature,32.99,2026-05-22 23:30:00+05:30
temperature,32.24,2026-05-22 23:45:00+05:30
temperature,30.07,2026-05-23 01:45:00+05:30
temperature,29.7,2026-05-23 02:00:00+05:30
temperature,29.48,2026-05-23 02:15:00+05:30
temperature,29.3,2026-05-23 02:30:00+05:30
temperature,29.44,2026-05-23 02:45:00+05:30
temperature,29.58,2026-05-23 03:00:00+05:30
temperature,29.21,2026-05-23 03:15:00+05:30
temperature,29.1,2026-05-23 03:30:00+05:30
temperature,28.96,2026-05-23 03:45:00+05:30
temperature,28.79,2026-05-23 04:00:00+05:30
temperature,28.74,2026-05-23 04:15:00+05:30
temperature,29.22,2026-05-23 04:30:00+05:30
temperature,30.37,2026-05-23 04:45:00+05:30
temperature,30.6,2026-05-23 05:00:00+05:30
temperature,29.74,2026-05-23 05:15:00+05:30
temperature,29.38,2026-05-23 05:30:00+05:30
temperature,29.62,2026-05-23 05:45:00+05:30
temperature,29.93,2026-05-23 06:00:00+05:30
temperature,30.19,2026-05-23 06:15:00+05:30
temperature,30.59,2026-05-23 06:30:00+05:30
temperature,31.27,2026-05-23 06:45:00+05:30
temperature,32.34,2026-05-23 07:00:00+05:30
temperature,33.2,2026-05-23 07:15:00+05:30
temperature,34.0,2026-05-23 07:30:00+05:30
temperature,34.0,2026-05-23 07:45:00+05:30
temperature,28.4,2026-05-23 08:00:00+05:30
temperature,27.64,2026-05-23 08:15:00+05:30
temperature,28.81,2026-05-23 08:30:00+05:30
temperature,30.27,2026-05-23 08:45:00+05:30
temperature,31.28,2026-05-23 09:00:00+05:30
temperature,33.78,2026-05-23 09:15:00+05:30
temperature,34.97,2026-05-23 09:30:00+05:30
temperature,37.68,2026-05-23 09:45:00+05:30
temperature,39.48,2026-05-23 10:00:00+05:30
temperature,40.21,2026-05-23 10:15:00+05:30
temperature,40.91,2026-05-23 10:30:00+05:30
temperature,41.15,2026-05-23 10:45:00+05:30
temperature,38.91,2026-05-23 11:00:00+05:30
temperature,37.14,2026-05-23 11:15:00+05:30
temperature,37.26,2026-05-23 11:30:00+05:30
temperature,38.64,2026-05-23 11:45:00+05:30
temperature,39.57,2026-05-23 12:00:00+05:30
temperature,38.93,2026-05-23 12:15:00+05:30
temperature,39.82,2026-05-23 12:30:00+05:30
temperature,40.26,2026-05-23 12:45:00+05:30
temperature,41.18,2026-05-23 13:00:00+05:30
temperature,40.93,2026-05-23 13:15:00+05:30
temperature,40.57,2026-05-23 13:30:00+05:30
temperature,40.4,2026-05-23 13:45:00+05:30
temperature,40.93,2026-05-23 14:00:00+05:30
temperature,40.16,2026-05-23 14:15:00+05:30
temperature,40.43,2026-05-23 14:30:00+05:30
temperature,40.31,2026-05-23 14:45:00+05:30
temperature,40.72,2026-05-23 15:15:00+05:30
temperature,40.36,2026-05-23 15:30:00+05:30
temperature,40.99,2026-05-23 15:45:00+05:30
temperature,40.97,2026-05-23 16:00:00+05:30
temperature,40.67,2026-05-23 16:15:00+05:30
temperature,41.13,2026-05-23 16:30:00+05:30
temperature,40.27,2026-05-23 16:45:00+05:30
temperature,39.92,2026-05-23 17:00:00+05:30
temperature,39.69,2026-05-23 17:15:00+05:30
temperature,39.64,2026-05-23 17:30:00+05:30
temperature,39.43,2026-05-23 17:45:00+05:30
temperature,38.42,2026-05-23 18:00:00+05:30
temperature,37.27,2026-05-23 18:15:00+05:30
temperature,36.57,2026-05-23 18:30:00+05:30
temperature,35.77,2026-05-23 18:45:00+05:30
temperature,35.98,2026-05-23 19:00:00+05:30
temperature,36.73,2026-05-23 19:15:00+05:30
temperature,36.53,2026-05-23 19:30:00+05:30
temperature,36.07,2026-05-23 19:45:00+05:30
temperature,35.52,2026-05-23 20:00:00+05:30
temperature,35.57,2026-05-23 20:15:00+05:30
temperature,35.35,2026-05-23 20:30:00+05:30
temperature,35.51,2026-05-23 20:45:00+05:30
temperature,35.53,2026-05-23 21:00:00+05:30
temperature,35.09,2026-05-23 21:15:00+05:30
temperature,34.63,2026-05-23 21:30:00+05:30
temperature,34.52,2026-05-23 21:45:00+05:30
temperature,33.69,2026-05-23 22:00:00+05:30
temperature,32.64,2026-05-23 22:15:00+05:30
temperature,31.94,2026-05-23 22:30:00+05:30
temperature,31.72,2026-05-23 22:45:00+05:30
temperature,31.33,2026-05-23 23:00:00+05:30
temperature,30.6,2026-05-23 23:15:00+05:30
temperature,30.15,2026-05-23 23:30:00+05:30
temperature,30.3,2026-05-23 23:45:00+05:30
temperature,28.81,2026-05-24 01:45:00+05:30
temperature,28.37,2026-05-24 02:00:00+05:30
temperature,28.0,2026-05-24 02:15:00+05:30
temperature,28.15,2026-05-24 02:30:00+05:30
temperature,28.6,2026-05-24 02:45:00+05:30
temperature,28.3,2026-05-24 03:00:00+05:30
temperature,28.05,2026-05-24 03:15:00+05:30
temperature,27.84,2026-05-24 03:30:00+05:30
temperature,28.43,2026-05-24 03:45:00+05:30
temperature,28.19,2026-05-24 04:00:00+05:30
temperature,28.04,2026-05-24 04:15:00+05:30
temperature,27.84,2026-05-24 04:30:00+05:30
temperature,27.7,2026-05-24 04:45:00+05:30
temperature,27.35,2026-05-24 05:00:00+05:30
temperature,27.3,2026-05-24 05:15:00+05:30
temperature,28.46,2026-05-24 05:30:00+05:30
temperature,28.09,2026-05-24 05:45:00+05:30
temperature,28.48,2026-05-24 06:00:00+05:30
temperature,29.35,2026-05-24 06:15:00+05:30
temperature,29.5,2026-05-24 06:30:00+05:30
temperature,29.93,2026-05-24 06:45:00+05:30
temperature,30.65,2026-05-24 07:00:00+05:30
temperature,31.11,2026-05-24 07:15:00+05:30
temperature,32.03,2026-05-24 07:30:00+05:30
temperature,32.74,2026-05-24 07:45:00+05:30
temperature,33.08,2026-05-24 08:00:00+05:30
temperature,34.27,2026-05-24 08:30:00+05:30
temperature,35.71,2026-05-24 08:45:00+05:30
temperature,36.94,2026-05-24 09:00:00+05:30
temperature,37.93,2026-05-24 09:15:00+05:30
temperature,39.41,2026-05-24 09:30:00+05:30
temperature,39.87,2026-05-24 09:45:00+05:30
temperature,40.26,2026-05-24 10:00:00+05:30
temperature,41.24,2026-05-24 10:15:00+05:30
temperature,41.0,2026-05-24 10:30:00+05:30
temperature,41.09,2026-05-24 10:45:00+05:30
temperature,41.79,2026-05-24 11:00:00+05:30
temperature,41.48,2026-05-24 11:15:00+05:30
temperature,42.32,2026-05-24 11:30:00+05:30
temperature,42.05,2026-05-24 11:45:00+05:30
temperature,42.3,2026-05-24 12:00:00+05:30
temperature,42.68,2026-05-24 12:15:00+05:30
temperature,43.17,2026-05-24 12:30:00+05:30
temperature,43.84,2026-05-24 12:45:00+05:30
temperature,44.69,2026-05-24 13:00:00+05:30
temperature,43.47,2026-05-24 13:15:00+05:30
temperature,44.13,2026-05-24 13:30:00+05:30
temperature,43.82,2026-05-24 13:45:00+05:30
temperature,44.14,2026-05-24 14:00:00+05:30
temperature,44.55,2026-05-24 14:15:00+05:30
temperature,43.84,2026-05-24 14:30:00+05:30
temperature,44.18,2026-05-24 14:45:00+05:30
temperature,44.19,2026-05-24 15:00:00+05:30
temperature,44.41,2026-05-24 15:15:00+05:30
temperature,43.87,2026-05-24 15:30:00+05:30
temperature,43.19,2026-05-24 15:45:00+05:30
temperature,42.89,2026-05-24 16:00:00+05:30
temperature,43.37,2026-05-24 16:15:00+05:30
temperature,43.52,2026-05-24 16:30:00+05:30
temperature,43.02,2026-05-24 16:45:00+05:30
temperature,41.32,2026-05-24 17:15:00+05:30
temperature,41.07,2026-05-24 17:30:00+05:30
temperature,40.14,2026-05-24 17:45:00+05:30
temperature,39.32,2026-05-24 18:00:00+05:30
temperature,38.38,2026-05-24 18:15:00+05:30
temperature,37.09,2026-05-24 18:30:00+05:30
temperature,36.24,2026-05-24 18:45:00+05:30
temperature,35.45,2026-05-24 19:00:00+05:30
temperature,34.85,2026-05-24 19:15:00+05:30
temperature,35.01,2026-05-24 19:45:00+05:30
temperature,37.05,2026-05-24 20:00:00+05:30
temperature,36.87,2026-05-24 20:15:00+05:30
temperature,36.39,2026-05-24 20:30:00+05:30
temperature,35.76,2026-05-24 20:45:00+05:30
temperature,36.27,2026-05-24 21:00:00+05:30
temperature,36.01,2026-05-24 21:15:00+05:30
temperature,35.8,2026-05-24 21:30:00+05:30
temperature,35.97,2026-05-24 21:45:00+05:30
temperature,34.72,2026-05-24 22:00:00+05:30
temperature,34.33,2026-05-24 22:15:00+05:30
temperature,34.62,2026-05-24 22:30:00+05:30
temperature,35.22,2026-05-24 22:45:00+05:30
temperature,35.4,2026-05-24 23:00:00+05:30
temperature,35.24,2026-05-24 23:15:00+05:30
temperature,34.57,2026-05-24 23:30:00+05:30
temperature,34.16,2026-05-24 23:45:00+05:30
temperature,33.44,2026-05-25 00:45:00+05:30
temperature,33.89,2026-05-25 01:00:00+05:30
temperature,33.74,2026-05-25 01:15:00+05:30
temperature,33.7,2026-05-25 01:30:00+05:30
temperature,33.01,2026-05-25 01:45:00+05:30
temperature,32.41,2026-05-25 02:00:00+05:30
temperature,31.67,2026-05-25 02:15:00+05:30
temperature,31.18,2026-05-25 02:30:00+05:30
temperature,31.11,2026-05-25 02:45:00+05:30
temperature,32.3,2026-05-25 03:00:00+05:30
temperature,33.53,2026-05-25 03:15:00+05:30
temperature,33.0,2026-05-25 03:30:00+05:30
temperature,32.4,2026-05-25 03:45:00+05:30
temperature,31.92,2026-05-25 04:00:00+05:30
temperature,32.4,2026-05-25 04:15:00+05:30
temperature,31.66,2026-05-25 04:30:00+05:30
temperature,31.26,2026-05-25 04:45:00+05:30
temperature,31.48,2026-05-25 05:00:00+05:30
temperature,31.4,2026-05-25 05:15:00+05:30
temperature,31.27,2026-05-25 05:30:00+05:30
temperature,31.29,2026-05-25 05:45:00+05:30
temperature,31.61,2026-05-25 06:00:00+05:30
temperature,31.82,2026-05-25 06:15:00+05:30
temperature,32.32,2026-05-25 06:30:00+05:30
temperature,32.98,2026-05-25 06:45:00+05:30
temperature,33.79,2026-05-25 07:00:00+05:30
temperature,34.82,2026-05-25 07:15:00+05:30
temperature,35.23,2026-05-25 07:30:00+05:30
temperature,35.54,2026-05-25 07:45:00+05:30
temperature,36.05,2026-05-25 08:00:00+05:30
temperature,36.49,2026-05-25 08:15:00+05:30
temperature,36.64,2026-05-25 08:30:00+05:30
temperature,37.1,2026-05-25 08:45:00+05:30
temperature,38.08,2026-05-25 09:00:00+05:30
temperature,38.71,2026-05-25 09:15:00+05:30
temperature,39.84,2026-05-25 09:30:00+05:30
temperature,39.58,2026-05-25 09:45:00+05:30
temperature,40.25,2026-05-25 10:00:00+05:30
temperature,41.72,2026-05-25 10:30:00+05:30
temperature,40.43,2026-05-25 10:45:00+05:30
temperature,42.1,2026-05-25 11:15:00+05:30
temperature,42.5,2026-05-25 12:45:00+05:30
temperature,43.78,2026-05-25 13:00:00+05:30
temperature,42.55,2026-05-25 13:15:00+05:30
temperature,43.67,2026-05-25 13:30:00+05:30
temperature,43.82,2026-05-25 13:45:00+05:30
temperature,44.89,2026-05-25 14:00:00+05:30
temperature,44.04,2026-05-25 14:15:00+05:30
temperature,44.58,2026-05-25 14:30:00+05:30
temperature,44.31,2026-05-25 15:00:00+05:30
temperature,44.75,2026-05-25 15:15:00+05:30
temperature,44.27,2026-05-25 15:30:00+05:30
temperature,43.46,2026-05-25 15:45:00+05:30
temperature,43.78,2026-05-25 16:00:00+05:30
temperature,43.66,2026-05-25 16:15:00+05:30
temperature,43.35,2026-05-25 16:30:00+05:30
temperature,42.25,2026-05-25 16:45:00+05:30
temperature,42.05,2026-05-25 17:00:00+05:30
temperature,41.96,2026-05-25 17:15:00+05:30
temperature,41.05,2026-05-25 17:45:00+05:30
temperature,40.5,2026-05-25 18:00:00+05:30
temperature,39.43,2026-05-25 18:15:00+05:30
temperature,39.43,2026-05-25 18:30:00+05:30
temperature,37.19,2026-05-25 18:45:00+05:30
temperature,35.99,2026-05-25 19:00:00+05:30
temperature,35.58,2026-05-25 19:15:00+05:30
temperature,35.34,2026-05-25 19:30:00+05:30
temperature,35.03,2026-05-25 19:45:00+05:30
temperature,34.61,2026-05-25 20:00:00+05:30
temperature,35.12,2026-05-25 20:15:00+05:30
temperature,34.3,2026-05-25 20:30:00+05:30
temperature,34.01,2026-05-25 20:45:00+05:30
temperature,33.87,2026-05-25 21:00:00+05:30
temperature,34.37,2026-05-25 21:15:00+05:30
temperature,36.81,2026-05-25 21:30:00+05:30
temperature,37.34,2026-05-25 21:45:00+05:30
temperature,37.03,2026-05-25 22:00:00+05:30
temperature,36.54,2026-05-25 22:15:00+05:30
temperature,35.25,2026-05-25 22:30:00+05:30
temperature,35.12,2026-05-25 22:45:00+05:30
temperature,34.66,2026-05-25 23:00:00+05:30
temperature,34.2,2026-05-25 23:15:00+05:30
temperature,33.72,2026-05-25 23:30:00+05:30
temperature,32.61,2026-05-25 23:45:00+05:30
temperature,30.66,2026-05-26 00:45:00+05:30
temperature,30.73,2026-05-26 01:00:00+05:30
temperature,30.83,2026-05-26 01:15:00+05:30
temperature,30.98,2026-05-26 01:30:00+05:30
temperature,31.63,2026-05-26 01:45:00+05:30
temperature,32.25,2026-05-26 02:00:00+05:30
temperature,30.63,2026-05-26 02:15:00+05:30
temperature,30.1,2026-05-26 02:30:00+05:30
temperature,29.7,2026-05-26 02:45:00+05:30
temperature,29.52,2026-05-26 03:00:00+05:30
temperature,28.99,2026-05-26 03:15:00+05:30
temperature,28.71,2026-05-26 03:30:00+05:30
temperature,28.52,2026-05-26 03:45:00+05:30
temperature,28.16,2026-05-26 04:00:00+05:30
temperature,28.12,2026-05-26 04:15:00+05:30
temperature,28.09,2026-05-26 04:30:00+05:30
temperature,28.33,2026-05-26 04:45:00+05:30
temperature,27.95,2026-05-26 05:00:00+05:30
temperature,27.27,2026-05-26 05:15:00+05:30
temperature,27.13,2026-05-26 05:30:00+05:30
temperature,27.38,2026-05-26 05:45:00+05:30
temperature,28.06,2026-05-26 06:00:00+05:30
temperature,29.03,2026-05-26 06:15:00+05:30
temperature,29.37,2026-05-26 06:30:00+05:30
temperature,30.23,2026-05-26 06:45:00+05:30
temperature,31.45,2026-05-26 07:00:00+05:30
temperature,32.12,2026-05-26 07:15:00+05:30
temperature,32.66,2026-05-26 07:30:00+05:30
temperature,33.97,2026-05-26 07:45:00+05:30
temperature,33.86,2026-05-26 08:00:00+05:30
temperature,35.34,2026-05-26 08:15:00+05:30
temperature,35.19,2026-05-26 08:30:00+05:30
temperature,35.43,2026-05-26 08:45:00+05:30
temperature,36.15,2026-05-26 09:00:00+05:30
temperature,37.28,2026-05-26 09:15:00+05:30
temperature,42.93,2026-05-26 10:45:00+05:30
temperature,42.76,2026-05-26 11:15:00+05:30
temperature,42.67,2026-05-26 11:30:00+05:30
temperature,42.76,2026-05-26 11:45:00+05:30
temperature,43.57,2026-05-26 12:00:00+05:30
temperature,43.4,2026-05-26 12:15:00+05:30
temperature,42.94,2026-05-26 12:30:00+05:30
temperature,42.67,2026-05-26 12:45:00+05:30
temperature,42.9,2026-05-26 13:00:00+05:30
temperature,43.21,2026-05-26 13:15:00+05:30
temperature,43.71,2026-05-26 13:30:00+05:30
temperature,43.36,2026-05-26 13:45:00+05:30
temperature,43.22,2026-05-26 14:00:00+05:30
temperature,44.15,2026-05-26 14:15:00+05:30
temperature,44.15,2026-05-26 14:30:00+05:30
temperature,44.74,2026-05-26 15:00:00+05:30
temperature,44.25,2026-05-26 15:15:00+05:30
temperature,42.67,2026-05-26 15:45:00+05:30
temperature,44.02,2026-05-26 16:00:00+05:30
temperature,43.15,2026-05-26 16:15:00+05:30
temperature,42.75,2026-05-26 16:30:00+05:30
temperature,42.8,2026-05-26 16:45:00+05:30
temperature,41.6,2026-05-26 17:00:00+05:30
temperature,41.39,2026-05-26 17:15:00+05:30
temperature,41.34,2026-05-26 17:30:00+05:30
temperature,41.15,2026-05-26 17:45:00+05:30
temperature,40.82,2026-05-26 18:00:00+05:30
temperature,40.42,2026-05-26 18:15:00+05:30
temperature,40.02,2026-05-26 18:30:00+05:30
temperature,39.19,2026-05-26 18:45:00+05:30
temperature,36.81,2026-05-26 19:00:00+05:30
temperature,35.41,2026-05-26 19:15:00+05:30
temperature,34.4,2026-05-26 19:30:00+05:30
temperature,33.83,2026-05-26 19:45:00+05:30
temperature,33.09,2026-05-26 20:15:00+05:30
temperature,32.98,2026-05-26 20:30:00+05:30
temperature,32.68,2026-05-26 20:45:00+05:30
temperature,32.32,2026-05-26 21:30:00+05:30
temperature,32.37,2026-05-26 21:45:00+05:30
temperature,32.14,2026-05-26 22:00:00+05:30
temperature,31.85,2026-05-26 22:15:00+05:30
temperature,31.76,2026-05-26 22:30:00+05:30
temperature,31.73,2026-05-26 22:45:00+05:30
temperature,31.37,2026-05-26 23:00:00+05:30
temperature,31.36,2026-05-26 23:15:00+05:30
temperature,31.35,2026-05-26 23:30:00+05:30
temperature,31.67,2026-05-26 23:45:00+05:30
temperature,30.28,2026-05-27 00:45:00+05:30
temperature,30.34,2026-05-27 01:00:00+05:30
temperature,29.96,2026-05-27 01:15:00+05:30
temperature,29.64,2026-05-27 01:30:00+05:30
temperature,29.86,2026-05-27 01:45:00+05:30
temperature,29.75,2026-05-27 02:00:00+05:30
temperature,29.62,2026-05-27 02:15:00+05:30
temperature,29.52,2026-05-27 02:30:00+05:30
temperature,29.44,2026-05-27 02:45:00+05:30
temperature,29.22,2026-05-27 03:00:00+05:30
temperature,28.71,2026-05-27 03:15:00+05:30
temperature,28.37,2026-05-27 03:30:00+05:30
temperature,28.38,2026-05-27 03:45:00+05:30
temperature,28.39,2026-05-27 04:00:00+05:30
temperature,28.19,2026-05-27 04:15:00+05:30
temperature,28.15,2026-05-27 04:30:00+05:30
temperature,27.7,2026-05-27 04:45:00+05:30
temperature,27.38,2026-05-27 05:00:00+05:30
temperature,27.03,2026-05-27 05:15:00+05:30
temperature,26.91,2026-05-27 05:30:00+05:30
temperature,27.17,2026-05-27 05:45:00+05:30
temperature,27.92,2026-05-27 06:00:00+05:30
temperature,29.08,2026-05-27 06:15:00+05:30
temperature,29.67,2026-05-27 06:30:00+05:30
temperature,30.62,2026-05-27 06:45:00+05:30
temperature,31.36,2026-05-27 07:00:00+05:30
temperature,32.26,2026-05-27 07:15:00+05:30
temperature,33.3,2026-05-27 07:30:00+05:30
temperature,34.62,2026-05-27 07:45:00+05:30
temperature,35.53,2026-05-27 08:00:00+05:30
temperature,35.94,2026-05-27 08:15:00+05:30
temperature,36.87,2026-05-27 08:30:00+05:30
temperature,37.59,2026-05-27 08:45:00+05:30
temperature,39.18,2026-05-27 09:00:00+05:30
temperature,39.55,2026-05-27 09:15:00+05:30
temperature,40.03,2026-05-27 09:30:00+05:30
temperature,41.71,2026-05-27 09:45:00+05:30
temperature,41.77,2026-05-27 10:00:00+05:30
temperature,42.24,2026-05-27 10:15:00+05:30
temperature,43.0,2026-05-27 10:30:00+05:30
temperature,43.32,2026-05-27 10:45:00+05:30
temperature,42.77,2026-05-27 11:00:00+05:30
temperature,44.48,2026-05-27 11:15:00+05:30
temperature,43.89,2026-05-27 11:30:00+05:30
temperature,44.96,2026-05-27 12:00:00+05:30
temperature,43.31,2026-05-27 12:15:00+05:30
temperature,44.13,2026-05-27 12:30:00+05:30
temperature,44.5,2026-05-27 12:45:00+05:30
temperature,42.38,2026-05-27 17:45:00+05:30
temperature,42.06,2026-05-27 18:00:00+05:30
temperature,41.45,2026-05-27 18:15:00+05:30
temperature,39.5,2026-05-27 18:30:00+05:30
temperature,38.28,2026-05-27 18:45:00+05:30
temperature,37.02,2026-05-27 19:00:00+05:30
temperature,36.15,2026-05-27 19:15:00+05:30
temperature,35.8,2026-05-27 19:30:00+05:30
temperature,35.02,2026-05-27 19:45:00+05:30
temperature,34.32,2026-05-27 20:00:00+05:30
temperature,34.18,2026-05-27 20:15:00+05:30
temperature,33.74,2026-05-27 20:30:00+05:30
temperature,33.2,2026-05-27 20:45:00+05:30
temperature,32.81,2026-05-27 21:00:00+05:30
temperature,32.43,2026-05-27 21:15:00+05:30
temperature,32.31,2026-05-27 21:30:00+05:30
temperature,32.26,2026-05-27 21:45:00+05:30
temperature,32.66,2026-05-27 22:00:00+05:30
temperature,32.94,2026-05-27 22:15:00+05:30
temperature,32.51,2026-05-27 22:30:00+05:30
temperature,32.08,2026-05-27 22:45:00+05:30
temperature,31.45,2026-05-27 23:00:00+05:30
temperature,31.32,2026-05-27 23:15:00+05:30
temperature,31.33,2026-05-27 23:30:00+05:30
temperature,30.81,2026-05-27 23:45:00+05:30
temperature,30.77,2026-05-28 00:45:00+05:30
temperature,30.82,2026-05-28 01:00:00+05:30
temperature,30.59,2026-05-28 01:15:00+05:30
temperature,30.35,2026-05-28 01:30:00+05:30
temperature,30.19,2026-05-28 01:45:00+05:30
temperature,31.5,2026-05-28 02:00:00+05:30
temperature,33.2,2026-05-28 02:15:00+05:30
temperature,33.13,2026-05-28 02:30:00+05:30
temperature,32.86,2026-05-28 02:45:00+05:30
temperature,31.94,2026-05-28 03:00:00+05:30
temperature,31.73,2026-05-28 03:15:00+05:30
temperature,32.06,2026-05-28 03:30:00+05:30
temperature,32.02,2026-05-28 03:45:00+05:30
temperature,31.96,2026-05-28 04:00:00+05:30
temperature,31.76,2026-05-28 04:15:00+05:30
temperature,30.93,2026-05-28 04:30:00+05:30
temperature,30.07,2026-05-28 04:45:00+05:30
temperature,29.39,2026-05-28 05:00:00+05:30
temperature,28.96,2026-05-28 05:15:00+05:30
temperature,28.75,2026-05-28 05:30:00+05:30
temperature,28.99,2026-05-28 05:45:00+05:30
temperature,29.67,2026-05-28 06:00:00+05:30
temperature,30.2,2026-05-28 06:15:00+05:30
temperature,30.46,2026-05-28 06:30:00+05:30
temperature,30.48,2026-05-28 06:45:00+05:30
temperature,30.86,2026-05-28 07:00:00+05:30
temperature,31.15,2026-05-28 07:15:00+05:30
temperature,31.4,2026-05-28 07:30:00+05:30
temperature,31.62,2026-05-28 07:45:00+05:30
temperature,31.98,2026-05-28 08:00:00+05:30
temperature,32.13,2026-05-28 08:15:00+05:30
temperature,32.7,2026-05-28 08:30:00+05:30
temperature,32.84,2026-05-28 08:45:00+05:30
temperature,33.84,2026-05-28 09:00:00+05:30
temperature,33.68,2026-05-28 09:15:00+05:30
temperature,34.08,2026-05-28 09:30:00+05:30
temperature,34.47,2026-05-28 09:45:00+05:30
temperature,35.07,2026-05-28 10:00:00+05:30
temperature,35.64,2026-05-28 10:15:00+05:30
temperature,35.06,2026-05-28 10:30:00+05:30
temperature,36.02,2026-05-28 10:45:00+05:30
temperature,36.84,2026-05-28 11:00:00+05:30
temperature,36.97,2026-05-28 11:15:00+05:30
temperature,37.4,2026-05-28 11:30:00+05:30
temperature,37.37,2026-05-28 11:45:00+05:30
temperature,37.54,2026-05-28 12:00:00+05:30
temperature,37.61,2026-05-28 12:15:00+05:30
temperature,37.81,2026-05-28 12:30:00+05:30
temperature,38.01,2026-05-28 12:45:00+05:30
temperature,38.46,2026-05-28 13:00:00+05:30
temperature,38.75,2026-05-28 13:15:00+05:30
temperature,38.89,2026-05-28 13:30:00+05:30
temperature,39.05,2026-05-28 13:45:00+05:30
temperature,38.69,2026-05-28 14:00:00+05:30
temperature,39.14,2026-05-28 14:15:00+05:30
temperature,38.98,2026-05-28 14:30:00+05:30
temperature,39.46,2026-05-28 14:45:00+05:30
temperature,39.06,2026-05-28 15:00:00+05:30
temperature,39.12,2026-05-28 15:15:00+05:30
temperature,39.42,2026-05-28 15:30:00+05:30
temperature,39.42,2026-05-28 15:45:00+05:30
temperature,39.28,2026-05-28 16:15:00+05:30
temperature,37.68,2026-05-28 16:45:00+05:30
temperature,36.77,2026-05-28 17:15:00+05:30
temperature,36.4,2026-05-28 17:30:00+05:30
temperature,36.26,2026-05-28 17:45:00+05:30
temperature,35.32,2026-05-28 18:45:00+05:30
temperature,35.09,2026-05-28 19:00:00+05:30
temperature,34.12,2026-05-28 19:15:00+05:30
temperature,34.42,2026-05-28 19:30:00+05:30
temperature,34.66,2026-05-28 19:45:00+05:30
temperature,31.64,2026-05-28 20:45:00+05:30
temperature,31.02,2026-05-28 22:45:00+05:30
temperature,30.4,2026-05-28 23:00:00+05:30
temperature,30.43,2026-05-28 23:15:00+05:30
temperature,30.25,2026-05-28 23:30:00+05:30
